sentence,label
shoaib100mph Shaiby Bhai Inshallah Ye hi team uthe gi we just,2
ppbajpai Last saal me whatsappfacebook chalana sekha gaya hai agar samaj hoti to neet-ug ke exam me jo b,2
Lame Engineer Main topics parh rhi coz mam ka pta unho n kesy checking krni r kia material chahiye,1
geonews urdu come back nahi sedha back to pakistan player's short pitch balls nahi khel sakte yeh,0
Ayushiprime2001 karanku100 sudhirchaudhary Modi ji prime minister h,2
Ye lo bhai modiji note ban se nakli note band hoga Hua kya Aatankvaad khatm hoga Hua kya Fake Currency Worth R,2
RT twt kecantikann Guardian healthy beauty Wow Raya Cosmetic Sale All Off So wow,1
777Renu Tej pratap ji Abhi too aapko ko party chalani hai Abhi too party suru hui hai,2
Bas Din Or Fir BlockBuster Bharat Aane Vali He Sub Record Tutege Intzar Karo Jawab Milega I'm Very Excited for Bh,2
AugustGloom JammanKhattak BTW aap ki tarah k lougon ka bhi Har sawal par jawab hota hai well army did us wrong i,1
BJP4India narendramodi AmitShah Bahut bahut badhai punh pm banane per modi ji ko Bjp ki hamesa jit hote,2
SUGAMINIEE Really 10th maths is so easy yaar You have not,2
HEARTBREAKING We are with you captain don't worry it was a bad day for us we will bounce back INSHA ALLAH TUMHA,2
SanjayAzadSln Chutiye zahil tere kejriwal ne to saniko ko bahaut bar gali diya aur unke prakaram ka saboot manga p,0
RT ghost spotter anikjaat8 Ye sirf pauranik kathaon mein payi jaati thi Vaastavikta se iska,1
TheSamirAbbas TOIBhopalNews Kyun humlog ye Hindu aur Musalman ki rat laga kar jhagda karte hain Main Hindu hun a,1
ThisNMore NeerajCNBC CNBC Awaaz He is only one now at CNBC awaaz Mumbai another good one,2
KakkajiRj More over you r not even hindu apne dharm ki jankari badhao dusre ke dharm,0
BushraAamir Beshak APpi 1st time appko comment kr rhi hun appki transmission bhott achi hai app bhottt cute hn Al,2
manakgupta Manik Bhai aap log Ko samajhna Hoga Modi ji ko samajhne ke liye Aisa Insaan chahiye Jo Barat kuch Le,2
iqrarulhassan PTM PTM HEY kab tak in in mulak dushamn ko bardsht karyngy yar kab tak yahi rehty ha yahi khaty phet,0
saqibjawaid84 Is Pak watan ka na koi kch bigar saka hai na koi bigar paye ga ImranKhanPTI shb ko na hi in k,0
KumariDiya PMOIndia narendramodi Hume gurav hai ki shreeman pm modi Ji jaisa es new hindsthan ko sab ka sath Sa,1
RT Nalini om dr sonkala YudhishthirSah6 kamal35930050 A Very Special Spiritual day with special benefits,2
waglenikhil Abe hai kon tu chutiye We will not let u trample our constitution Khud sala pagal kutte ki tarah bho,0
Koi toh Yaad dilao yaar bhul Gaya Hoga retorics over,1
wisal13l WaqasIftikhar9 shahzadShafi007 BBhuttoZardari BakhtawarBZ AseefaBZ BushraGohar a siab a baitanai,1
Ch Sooban Is ma besharmi ki Kia baat ha Jab ap jase log chor ko support karain ge to hum jaison ko ye takleef t,1
byadavbjp narendramodi mera bharat desh jaat paat se mukt yahi sangharsh desh ka vikas aur vishwas vikas ghar gha,2
ndtv Unless and Until Congress Party don't come out of their family based politics Modi ka kuch ukhad nahi sakenge,2
aajtak logon ko kam chor bana rahe hain ye log hamari mahnat ka paisa hai aise nahi udaya karte apne ghar k pai,1
Subject fail aithe suicide cheskokandi Life is not over with that manam suicide cheskunte mana vallaki manam inka,2
Republic Bharat Jai Shree ram keh Kar begunah logo ki hatiya Karne wale aur Jai Shree ram keh Kar Gunda gardi Karn,0
mukhtiar gmail fawadchaudhry Yes Youthiya Is Better Than Chutiyaas Like You So Beth,0
Assalamualaikum good morning friends Aur Allah Taala se Bakhshish maango Allah behad B,2
Thank you my dear AIB For every funny video that you made For each every smile on my face the new,2
VikrantBG ameytirodkar Aap Savarkar ki baat krr rhe hai Just ask PM to shoot population who gave,0
zaidicpi Jis paper article k adhar pe aapne ye post daal hai wo fake hai Iski pushti pahle hi ki ja chuki hai A,0
DrSEShinde subhashgbhoir dombiwali traffic problem bas,1
ChhayaGupta13 VeerSinghDagar2 KDPatelboss AneelPat Gupta aunti ye log kahin se nahi aaye yahi ke hai Shambhula,1
ayub htTweets BDUTT Tera naam define karta hain ki tu saala Rohingya hain and it's obvious to,0
Itna afsos n kr yr ye logo ne Muslims ke sath jitni siyast ki h n uska b bjp nhi ki h inka itihas utha ke pdho,1
vbwalia Sadhvi Pragya par jo aarop hai kya Tumko Sahi lagta hai Hindu kabhi aatankwad nahi ho sakta Congress minor,1
sherryontopp Sorry Andheron ko chiragon se Roshan karna tumhari fitrat me nahin Tumto aag ka gola ho Swarth ke,0
Crazymi74727594 Kyunki mama ke saath scene jabardast the aur vo actor bhi kamaal thr yaha pe to scene,2
msisodia Tumhara neta AK jab muslaman ka vote nahi mila congress ko transfer ho gaya boolta hai ushse kyu nahi puc,1
flyingbeast320 Aap ka content hi kaafi he bhai Baaki Sab moh maaya he Love your videos Aur haan R,2
mangeshkarlata Gandhi ji ki hatya me savarkar ka nam tha court me pesh huwe the bad me jo commission bithaya ga,1
JTHAKOR9 Chatterj1Asking narendramodi Na koi khoon ka rista phir bhi atalji ka swapn ko pura kar rahehe modi,1
sonamJain001 RahulGandhi Chor jumla bazz sob,0
PTMUnderAttack LUMS WhereIsAliWazir PTMAgendaExposed Kar saktay ho tu sir e Aam karo Kal hi,1
crazy messs Aap bole the n to mujhe lga yhan bhot sari shadiyaan ho rhi to unka bhi hua hoga Bt sry my didu aage s,1
xkaminaysabel ikaw greciasophia proud,0
FortniteGame I LOVE YOU FOR REMOVING THE DRUM GUN YAYAYAYYAYAY,2
My fav ram bhajan is Sri Ramachandra Kripalu Bhaja mana chanting Ram naam brings Kripa Shraddha-in a true bhak,2
RT jin dionysus Electrician bhaiya nahi aaye Toh diwaar pe fit nahi ho payi,1
MTLJer Budday So good to see you my dude ComboBreaker2019 MK11,2
kanhaiyakumar ABE JNU KE ZHANDU AMETHI ME GRAM PRADHAN KO GOLI MAAR DI WO NAHI DEKHA TUNE DOGLA KAHI KA AC,0
RomanaRaza Delete for ne ka option hota kisliye hai,0
RT pradip103 Today we created history on TV we jankibaat1 gave each seat analysis on Republic Bharat We,1
Modikaka kisiko bakshna nahi yaad he gaali di he aapko ham nahi bhoolege PruvthiRaj Chauhan ne Mohmad,0
luv my friends always down,2
sanjaynirupam Chup re chor Let people work and earn the money Ye tere congress ke workers aur tere tarah haraa,0
CHO te Andrea to nam si CO w powy szym,0
bhak sala Surprised BJP did not invite it's,0
official sattar TahirMughalPml1 masha Allah yeh banda sacha karkon hy bht mehnti hay masha Allah jis trh party k liye,2
jokers LieMind SiddhiS Seriously u're proving that u're a real moron BC MKL Actly u didn't get any points t,0
badTAEmiz It's alright We can hear the music Hoseok really loves,1
smritiirani Respected Madam Woman and child Department I wish you and I very happyMai Apki Jeet ko Dekhane ke li,2
yadavakhilesh Sir Ji aap dusare ke ahunkaar ko chhro aur ahukaar ki chinta karo Agar aap aap plus Congress plus S,1
anjubalabjp narendramodi AmitShah BJP4India Congratulations di bahut bahut subhkamnaye deepak sahu yuva morcha,2
DrSJaishankar harshvshringla IndianEmbassyUS I really like ur reply,2
SP SP inn bhakto ko pata bhi hai GDP and all ke baare bas dinbhar Pakistan ke khilaaf news chalate raho gawar,2
iamshreecharan realmemobiles MadhavSheth1 realmecareIN Baba hi Ka parsad mat kaho,1
bluff TheLinguist5 d dj rocks Apni maa ke baare main aisa nahi bolte tere abba the linguist ne sikhayea nahi,2
RT divinajayy I miss the feeling when your heart skips a beat when someone,2
Bjp ki Chunav kaladhan vapasi har saal do krore naukari mahangai kam karne musalmano ko Bharat se hatayeng,1
priyanka dear Hmmm aap mera mobile recharge karva do we,1
RT Scarmigli1 honkposter I'm late but happy chenpai day hue,2
OmarAyubKhan AliHZaidiPTI Yeah yeah u done amazing job and covered this gap in months Get a life man Sirf kis,0
An OoPs04 atram shatram Achee quality ka dio ho toh,1
ppbajpai Dhang Ka exit poll bana Nahi payeDhang ki patrakarita Kar Nahi payeapne agenda ki wajah se Kisi media h,1
KapilMishra IND Delhi should be replaced by Congress Jitni aag Suraj se nikal rahi hein uuse jyda AAG to abhi,1
RT shubhansh1504 Mere pet pe laat,0
RT Anaysa19953493 PARVEEN59767159 Are meri kya aukat jo mein kisi ki majak bnau Meri roots khud gaon,1
WeirdlyProbable Nishupedia Actually inke pass ab naaz karne ke liye kuch bacha hi nahi hai to haqikat pasand ban,0
ZeeNewsHindi dimpleyadav bhabhi ko ashirwad nahi dia shrap dia hoga BMW ne akhileshji ka sabse kharab rajnitik,1
RT akhileshq81 narendramodi Thank you so much Sir for warm wishes Sabka Saath Sabka Vikas Sabka,2
YRDeshmukh ppbajpai kissi ko jaganey ki jaroorat nahi hai Ye desh jagh Chuka hai Aur pakhandi journos ko jaan c,1
narendramodi Ahamadabad ki jo ghatana bjp k neta dvara ki gei esse pure desh ki janta ko thesh pahunchi hai es ne,2
RT ChelseaFC You can't not love nglkante,0
Agr koi tumse kahe teri maa ki ch t To sidha yhi bolna k kash bhgwan ne teri maa ko bhi inni achi di hoti to tere,0
sardanarohit Congress party aur opposition party valo ne tum jaise feku bhakto ka pehle se boycott kar diya hota t,1
Akshay Brigade adiba ak Sorry tumne nahi Romeo ne btaaya,1
rssurjewala manakgupta aap log kyu seriously govt k kaam k hi piche pde h ab bhi insab se koi solution nhi nikaln,2
propakistanipro ISPR sy koi iss video pe koi reaction dein gy Ye begairrat ka bacha haram khor fouj ko kia kuc,1
CarryMinati journo anshulg1 Hahaha hahahaha hah So nice of u yrrrr ur ga and faadu type person love uh,2
Aaaj Kal Ka Piyar Bluetooth ki Tarah HOGaya Hai pass Rahy tO TO Connect Warna SearchinG for New Device,0
msisodia To kya tum jaise choro ki puja kare kya Gandhi to ki kuch nahi tha agar SC Bose nahi hote to aaj Bhara,0
RT JoshiJubin HumorouslyVipul one by two Sindhi se tum saans lene ki hawa nahi chura sakoge fans to,2
TheDrunkRider Ullu wala video hai na ye isme,1
vSupportNamo indifferent kay htTweets Gyan Mubarak ho aapko Chai aur,0
Talhayyyy Sjames OpsButNotYour ifnatic7 Bkwas band kri bc Talhayyyy or ifnatic7 sallo gashtooo heera ma,0
Don't Miss Mauka to Watch World Cup Chauka Starting from 30th May SushilFinance WorldCupFever,1
javerias You All muslim People Duffer Who is Allah Your Allah only Wrost Illusion nothing Else Open your eyes,0
antani harsh aroraups Bilkul sir PATEL ji wali reflection h shah ji ki Hume toh proud h apne pu,2
aieshahere MediaCellPPP Jo Chor Hota Ha Wo Motorway Ni Banata Metro Ni Banata Pore Mulk ki Security Teak Ni Krta,2
He said Dadmom thank you so much because your support me in herei miss you Me Don t cry baby You re the be,2
RT imaan1131 Zindagi asaan nhe hoti Zindagi ko asaan banana parta hai Kbhi dua kr k Kbhi sabar kr k Kbhi maaf kr,2
HC Galaxy1 aYRaa MK ChopdaHarshad,1
BKSINGH11NOV KanchanGupta Accha to Mallya ko kyu jaane diya Modi ne Aur Naresh ko bhagane,1
Chooriyoun ki dukan giving,1
RubikaLiyaquat Is standing as a voice for Muslim community is wrong miss or don't know what to call u ur BJP mem,0
tinkerbell9958 Bahut kam log apke brother ki tarah hote wish him,2
RT beingsksana aliabbaszafar Bharat TheFilm Best wishes for bharat,2
ZeeNewsHindi Adhyach ji Aap ke liye Aantim mauka Yadi aap p m banna cahte to hi aamal Kate Aap m p ke c m Ba,1
BrijwaSRKman Yrf film is confirmed,1
Jab hum kisi ki khushi kharab kartay hain appnay kisi zoom main rehtay howay to wo banda to nikal hi ata hai situat,1
DRuzbeh YouTube Apke liye the song should,1
RT DoubleEph Don t say Abba Kyari sorry Sai Baba didn t warn you As there s no economic growth anywhere scapegoating,1
arunjaitley Ur the great leader Sir I pray to God for your good health Aap jaldi thik ho kar vapas aaiye Aap jais,2
narendramodi Abki bar 35A NRC bill Rohangiyas bhagao Family planning Hm hamare Ye kam bht jaruri hai,2
Special ff to Special best friend Follow ashvatthaama He's a good launda Sbki hlp krta h in anyhw conditi,2
RT Hariom525 dipika525 ritika521 mahor06 medatwal sweta Bharat is on the way to be VishwaGuru such programs will,2
aajtak sardanarohit NCR par ghamasan karney ki jarurat nahi Sarkar ney isey lagu karney ka Vachan diya hain aur,1
RT keshaboinasri HomeMinisterAmitShah Its great to see that the Chanakya of Indian politics is our next Home Minister,2
AkhleshGautam Maar khane waale hindu they ke musalmaan Agar hindu hai to hum chahenge do char hamare or se bhee k,0
Desh ko ekjoot karne ki kshamta jisme h Desh ko tarakki ki or lejane ki kshamta jisme h Desh k sabhi jano k a vik,1
narendramodi Desh ke loktantra ki takat ka yahi rahsya sayad congress aur unke pichlaggu nahi samajh paye isliye j,0
aajtak Chor Vadra bhagne k chakkar m h Bahaana bnata h Treatment to AIIMS m bhi h Chor Vijay,1
ye samjhne mai thori dair lgti hai k neend,1
rishav sharma1 Abhi sirf ben Stokes,0
RT RimshaJafri5 APki Personality aur Avi ke hisab se APkoo kya hona chahiy Drop your name I'll tell u,1
adelzown GulBukhari fake nahi actually ye news hi nahi hai its defamation or sath picture jo lagai wo bhi g,2
Shri ShankarLalwani ji ko bahut bahut badhai aur subhkamnaye Indore ModiPhirSe ElectionResults2019,2
ak hi naara ak hi naam mamta didi jindabaad bengal ke bikash or garibo ke baare me sochne wali ak hi bengal kanya m,1
immallahji pulkitsinghal Apki bat bhi sahi h kyu ki bjp wale hamesha sadak par utar jate the is photo ko dekhlo,1
waglenikhil TVMohandasPai Block karane walo Mai dum nahi hota bhagode hote hai Jab jawab nahi de sakate to,0
RahulGandhi Evm me sajis hua hai to yadi sabut hai to cort kyo nahi jate and sabhi party desh me aandolan kyo nahi,1
Oye Tu Nomi My niii hoon Q k my moo py baat maarti hoon Baad my byshak,0
RT KDhavlikar Sabka Saath Sabka Vikas Goa s Vikas is tottering due GoaMining Ban RestartGoaMining to,1
Iss Saal Mera record sahi h saalo 1st day films dkhi,2
MazherArshad Sirf saifi saifi ki wajha se khud performance deta Nhe or larky q dengy Ajj imad ka khilna bhot zaror,1
Kohli bhaiya overconfidence mai mat ratna warna issi tarah,2
ansarraza16 Jabtak desh se kathmullo ko puri trah se sidha nhi kiya jyega RSS apna kaam krti rhegi aur govt apna k,0
Duh dhanush tod diya rupaye ka nuksaan kar diya jaao main nahi karta naatak vaatak,0
OmarAbdullah Sugar pakistani kutte Mera bus chale to har pakistani musalmano ko goli maar du jo India me rehte he,0
RT nouurxoo I ll always be proud of you Meen sharfnyyy nowwwww Iloveeyouuuu,1
GulfOilIndia hardikpandya7 CheerWithPride hardikpandya7 I wish Indian team all the best and my small Mauka mau,2
Kya baat hai hamare India ki JCBkikhudai,2
RT shiwangi insan Good evening guru pita Gurmeetramrahim Ji Dhan dhan satguru tera hi aasra Bless,1
thewirehindi Aub AAP batyenge ki Jai shri Ram kehna Kya hota hai tumlogo ki dukan jis din bund hogi usdin bharat,0
AskStar Lol Asians teams ne abhi tak ek bhi match nahi jeeta aur se jayeda kisi asian team ne nahi score ki,1
rashtrawadi9 Chatterj1Asking Ye group,1
MCG MedEd chalani pr TheresaSuart Glad to be part,1
Shahid maqsood na naam na kharab kere ye jo bhi,0
bachPunn iffat s97 nishacharr BrahmaandKiMaa Hot,2
RT Its Wrath Hi Ooooo i love this a lot Thanks Turly032,1
RT SK Shafiq7 Alfiyasayyed15 Walekum assalam Aameen Aapko bhi mubaark Dua,2
RT swatic12 Nafrat hai muje un logo se jinhe do stop baad utarna hota hai lekin lenge window seat phir sabko,0
RoflGandhi ShayarImran Nehru-Gandhi ke nikammepan Ko Sirf saal me hi thoda hi theek Kiya ja Sakta hai Iske l,0
RT TheHumorist3 Yeh Pubg Wale Bohot Chalak Hain Elite Pass K liye pehele Paise Khich Te hain Aur bad main majdur,0
arunjaitley Yeah hi bjp ke sanskar jo khud ko ek samaye ke sath peeche hataker doosre naye chehro ko mauka dete hi,1
RT RoshanKrRai BJP MP rameshbidhuri says Sunny Deol se bada rashtravaadi koi nahi hai kyuki isne handpump ukhaad,2
narendramodi Congratulations Modi Ji you created Historical day in Indian Democracy Apna,2
mrxbone Yie yie,1
B4 Election Media ko GDP kabhi kam hotey hue Nazar nhi aaya Modi saab ko khud media walo ko batana pada k GDP apne,0
Zohaib o1 this is true mai,1
RT AmilEvan Me when Kam and Da vonne made up and hugged TheChallenge33,2
RT Pradeep61698149 mitthu BKL MC KO MAR MAR KAR HUROO KE PASS BHEJ DO RANDI KE SUWAR KO SABSE BADYA ZINDA,0
RT LivingFoodz Bas hours hain aapke paas taiyaar ho jaaiye to GuessTheCommunity and win exciting gifts Invite,1
BoduBD4452 Aisa sabhi nahi krenge Jo dikhta hai oh sahi nahi Jo sahi hai oh aap ko dikhai nahi de rha hai lif,1
Jo khan Agr iss nay mazahmat ke hoti to jaan say jaty kuch nahi kar sakty thay Allah musalmano par raham kara,2
N42182951 MamataOfficial Jai Hind Jai Bharat Jis din hamare Bharat desh me ye naara har baccha baccha bo,1
Movie AlbumSari Sari Raat SongSari Sari Raat SingersMannat Noor Rajvir Jawanda Song LyricistsHappy Raiko,1
Roshni08842660 tariqnazeer371 Lanat ho tum per mitoo gay tum aur tuharay aba Pakistan mitanay key liay nahi ban,0
RT Sippy86Sippy Dhan Dhan Satguru Tera Hi Aasra Gud Morning sOhNe Saint Dr Gurmeetramrahim ji bless all apna v,2
sachinyadavvv Pagal aurat IamMafiaa ImranKhanPTI Itne kalay log Pakistan mei nahi hotay Hamary bhikrai bhi Amb,0
https t co llonsyMdaz World Cup Ab Hamara Hoga A Rap song to support team India in imVkohli msdhoni,1
RT mukeshjrao99 Remembering Atalji's words on this historic occasion smritiirani ma'm Hope you like,2
RT abba jega Lool that was when i have nothn doin amma sure is one of the best live chat ever happened in the,2
aashiforever theskindoctor13 Aapne us bande ko block kar diya ab kya fayda share karne ka Asli,1
gssjodhpur Congratulations gajju banna Hume Aasha he aap Modi ji or Desh ki janata ke bharose pr khare utarog,2
RT bhumika7677 ghutan si hone lagi uss ke paas jate hue main khud se rooth gaya hun usey,1
RT khanthefatima For all the Sabka Sath talk Modi's 57-member strong council of ministers has only Women Watch,1
hvgoenka Congratulations my dear brother ji Himmate mardmarde khuda God bless you will be successful,1
RubikaLiyaquat INCIndia Isme party Ko mention karne se koi fayada nahi iss mansikta ke log har jagah h Sabse peh,1
aajtak sardanarohit Sach balun to aaj tak BJP k aur Modi highly qualified chamche Hai BJP kuch v bole to sab sa,2
Dil jigra ek he hi lekin ispe har bar kurban kar du Bharat ki shan salman khan,2
narendramodi Sale feku gappu election k time jisko gali deraha tha aaj usikoi tribute deta hai The biggest,0
sach shukla Thanks for letting us know Sachin I'm really sorry to know your internet is down again Is there anyt,1
waglenikhil Sahi kaha Nikhil sir Jb BJP ne ndtv ko bycott kr dia sirf isliye ki wo apna kaam kr rhe the bina k,1
Badhai Ho Modi Ji,2
VijayKedia1 Samay Samay ki baat hi dhruv rathee ab ModiIsNoDivider timemagazine ispr kch bolne ki himmat bc,1
RT AkashvaniAIR DidYouKnow Veteran actor SunilDutt holds an entry in the Guinness Book of World Records for his film,2
awasthis abpnewshindi abpnewstv Rahul Gandhi ko Chowkidar Chor hai Ka nara bhut bhari pad gya kuki wo khud bail,0
ChouhanShivraj Itarsi ward no ka parsad BJP ke sare vote congres party ko dilwana chate hai viswas nahi hot,1
M sohail Wah superb Isi lia celeb walay kam bhi shuru kar dia apa nay Unfollow kar k chaly gya,1
RT emarketingseo Aakash Institute Uttarakhand for Medical IIT JEE Coaching https t co LZhGqZmCRr Find,1
Aparshakti Kinna pyara gaana hai You paine neetimohan18 sound so good and Such a heart warming video,2
Mohobbat ka kissa sabhi ka thha hissa Thhi chaandi ki gudiyathha soney ka gudda Nazar lagg gayi iss dosti ko,1
FeignShourie Bhakt2 Nahi yaar Congresiyon ne desh barbaad kar diya saalon mein Modi ji akeley ke damn par,1
QueenShanayaKhn Oye meri character per mat jao ji Mai ne kisi ko dhoka nhi diya hai ji Aur meri post par na he b,1
nageshchandra34 Mr annucricxpert Ajkl sari information free m milri h free m YouTube p Uske according kh,1
I got no one to wish in my,1
SrBachchan One kind word can change someone's Entire Day I am waiting for your Love n Smiles from so long A,2
khanumarfa Ye india gandhi ka nai h nehru ka tha ab hmlogo ka h Gandhi se aajadi ke bad congress ko bhang karn,0
iihtishamm Jos buttler bowled by wahab Nice sweven and that's will be dream always for Pakistani first out Engla,2
anil100y Inkey saath desh ki saari junta jiti hai yadav ji yeh desh bhar ke chowkidaaron ki jeet hai Varna AAP jai,1
RT NCTsmtown What a crazy day haha Was super cool meeting you BebeRexha,2
N Loves Angel Kaiko G n me nhi so rha Aaj me jagrata karunga,2
News18UP Aur jab kahin koi bomb blast hota hai to sab se pahle yhi log media trail lagate hai ki security ne,1
dhruv rathee Baba Ramdev ka to pura business model hi hai nationalism,2
Abhinav14038869 ModiLeDubega Abey khandaani chor Tu chor Hai to har koi chor dikhega he Rahi chatne ki vo tumse,0
smritiirani DebasreeBJP Bhut,2
RT mansh manish SiddhuQuitPolitics seems it s been two days in a row this hashtag has been trending kuch to lihaz kar,1
PakSarfrazbugti Tum respected family se hote tu Nawab Sahab tmay Dera,0
shayad shair Hume unse shikaayat nahi Shaayad meri Kismat me chahat nahi Meri taqdeer ko likh kar to Uparw,2
Shubham54977247 Haha omg din ke sare sapne sach,1
narendramodi ye jo gaurakcha ke naam pe muslimo ko mara jata hai dahst failayi jati hai plspls isape koi action lo,2
Incorrigble ME Saale ameer gareeb kuch nahi hota buss khwahishonse ameer raho aur unhe paane me koi kasar na ch,2
narendramodi sir appko to kitne bade bade lok badhai de rehen honge Mera badhai aap ke pass pahanchega ki nehi pa,1
AamirKhanIndFC Tum jio hajaro saal Thanks a imrakhan,2
Kehte hai khaana khilaana neiki hota hai aiyye iss Ramzan hum aur aap milkar thori neiki kare For every follo,2
shahidkapoor Is All Set To Steal Our Hearts In The Second Song Of KabirSingh KabirSinghMovie Advani Kiara,2
Srf day left us insan ke brday mae jo mere family ka aik member hae mere bheno me tara lucky sis like u,2
RT tarak9999 Just saw ULAGANAYAGAN ikamalhaasan sir s VISHWAROOPAM in Vishwaroopam2Trailer Cant wait to share it with,2
stalked my mama on fb so happy to see her living her life,2
ZehriiiBaloch Why they issued scholership to them Yay to Social media ki mehrbani hai k ab koi kam chup nahi sak,2
sardanarohit Are bhai koi chinta nahi Nishant Verna Ashutosh Mishra aur bahut sare Congress ke unofficial spoke,1
Kathrin bridges Chai charsii Kuch likes Kai leye Mainy troll,1
bc bhaag gaya phir 4DaysToBHARAT,1
maidaFarid Bilawal Jo gender identity crisis main phasa hua keh rhi Apna sir scarf main phasa hua,1
SanjayAzadSln Ha Bhos r ke Mathura me to tumhare jija lagte the na topi wale tabhi pet me Dard nahi hua Jamanat,0
SriSri O My Loving Guru ji please accept my deep obeisance infinite Pranam love,2
sherryontopp Sardarji Ab politics chhod ke world cup dekho chupchaap,2
For me The Best moment was when Prithvi Singh Says LAUNDA SERIOUS H Totally loved it,2
theorignalmalik AshrafFem Bjp congress sp bsp koi bhi ho yeh kbhi musalmaan ko aage laane ki baat nhi krenge,0
lillyana110 chrisc yayyyyyy i m so happy for you your going to be such,2
munirahmedap Ye Qanoon e-Fitrat hai Social System jo Khuda n design kiya is m Mard ko hi agay chalna hai wo dun,2
kyunnnnnnnnnnnnnnnnn is takle ko invite nahi kiya PMO ne kyun,1
Aapne kaam kiya hai isse koi inkar nhi kar sakta lekin Aapko vote isliye nhi diya Kyuki aapne itne galat decisi,2
sherryontopp sirpawanbhakuni Jo sikh apane shabd ki kimat nahi janata wah aadmi nahi murda hotta hai Agar sachch,1
narendramodi congratulations sir Salute Desh k liye aap bahut special or imandaar h Bas ab duniya m bhi desh ko,2
nitinbhatia121 Sir phle yutb pe jab search krta tha heiken ashi n to n lekene ke bad hmare channel ka naam nahi,1
sanjaynirupam Jo byakati Balasaheb thakre ka nahi hua wo kishka hoga Hindu hridaya samarat Balasaheb thakre ne n,0
aamir khan paanifoundation Great work sir bas desh ke against,2
RT Amitave33559131 ANI PiyushGoyal BJP ki yahi baat achchi hai ki ve log apne karyakarta ko importance dete,2
Coin Pair DENTETH is running up for a couple of minutes DENT just now went It might be a good,1
Ad the idol Shampab206,1
Pegar a jogada da partida jogando de Lucio com uma internet cheia de lag pra fechar a noite,1
Kuch seekho ye attitude chaiyai agar world cup jeetna hay,2
BJP ke hi Nahi apitu Pure Bharatvarsh vartmaan paridrishya me ab tak sabse safal Rajnitigya AmitShah ji ko Grih m,1
Ahmedabad India Aaag India's on OC2O A free online classifieds website date pool day restaurant pictures spo,1
chitraaum ma'am u r so so so so good seriously iam saying Kya reporting ki thi Aapne elections result wale din,2
abpnewshindi ashokgehlot51 RahulGandhi yeh godi media abpnewshindi apni harkaton se baaz nahi aanewala laaj sh,1
AmitShah narendramodi We are fortunate blessed and privileged to see Sh Narendra Modiji as PM and Sh Amit Bhai,2
PMOIndia Congratulations Modi ji dobra desh chalane ke liye Auor Modi sap se vishesh nivedan he ki kripaya bank,2
Matlab mayray saray azeez pankhay mar gay Pata nahi Kon ajnabi log ab mayri tweets like kartay,1
PledgeAgainstCorruption Gurmeetramrahim Good morning guru g bless us and give us power to do more and more Sewa,2
MaryamNSharif Hamare ilaqe mein to Ayub or Zia k bad koi naya hospital nei bana Jo hain unki bhi halat khasta hi,0
F164705869 AnupamPKher Achha ye hoga ki private company directly hmse aakr khud hi khrid k le Jaye date,1
RT ZameerMaan Lahore Qalander ka jala Pakistan Team ke match bhi phook phook ke dekhta,1
RT KMSHETTYP KareenaKapoorKhan Our Bebo beauty Queen comes back with a Bang in her Dance India Dance Show as,2
JCB ki khudai shuru ho gyi hai,1
hamada najar Hello Good morning I would love for the Follow back USA FreePalestine,2
NayakRagini Mere jaise lakho log jo media k biased behaviour s pk chuke h aapko advise h ki media ka bycot kro aur,1
VasundharaBJP narendramodi Congratulations Hon P M narendramodi aapko jeet ki bhut badhai ho Congress vale aa,2
Vandana38633149 Pahli bar sunne me aaya vandna ji Happy,2
Excited ako for 2D animation in the past sems kse iniisip ko baka masaya,1
ImranKhanPTI pakistan me hindu ladkiyo ki kidnapping aur jabran nikah pe koi kuch nahi kar sakta lekin pakisan ke,0
SushmaSwaraj U r shashakt u r an example of true women empowerment we all love u bhagwan aapko swast rakh,2
RT shrewsweb ADMIRAL HOME SHIRT We are proud to reveal our NEW admiral1914 Home shirt SALOP BlueAmberArmy,1
SyedHam14393491 MaryamNSharif rubinasadiqe Wah jooty prty ns ko bolta surkh roo ho gy adalt saza hoti Bolta awam,1
RanaAyyub aap Jitna Bjp ko Hate Karogi utna Bjp Aagey badegi Aap or MamataOfficial,0
RstyClinomaniac meeru19670687 Muhamad72742240 lrshadBhatti336 Aby islam ko par ja ka in ke jhaga teri maa bhn,0
Jis din is Mamta ke speech ke dauran koi aadmi ALLAHUAKBAR bolkar fataka fodega na tabhi asli maza aygaa,0
Mujhy ye Wala Best lagga Baat Sunoo BTW Nice Attempt Can improve more Best of luck https t co xpXjIkACqc,2
OR EVER TOUCHING FEET OF THE HON MELANIATRUMP MA'M KINDS HON 1ST LADY OF USA BUT RIGHT NOW HAPPY,2
sardanarohit Nhi chahiy ese bhrast neta hamare TV dibet me Jo sirf chilla chilla kr dibet nhi hone dete Hone,1
Sharm ani chaheye is so called President ko shkal sy hi bewakuf lagta ha jese koi pagal bat krta krta,0
aspalod ysaumitra SrBachchan I loved Amit ji as Jai that dry sense of humor those one liners the roles wer,2
kami banani i'm not that bad,1
myogiadityanath Manani mukhyamantri ji Banda Bhoomi Sanrakshan sinchai Avm jal Sansadhan Vibhag me bhi bahut bhars,1
fawadchaudhry Sir ji ap chha gaye,2
AhsanAh57549597 SarfarazA Ahsan bhai Meri taraf se Best wishes di jye,1
